sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor,in,out,nhIP,initialFlags,sessionFlags,attributes,application,class,type,sTime+msec,eTime+msec,dur+msec,iType,iCode,scc,dcc
192.168.1.7,239.255.255.250,0,0,2,15,480,,1445585135.388,1753.456,1445586888.844,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445585135.388,1445586888.844,1753.456,,,--,--
192.168.1.10,239.255.255.250,40941,1900,17,3,758,,1445587081.262,0.006,1445587081.268,S0,0,0,0.0.0.0,,,,80,all,out,1445587081.262,1445587081.268,0.006,,,--,--
192.168.1.10,224.0.0.22,0,0,2,14,560,,1445585518.582,1742.294,1445587260.876,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445585518.582,1445587260.876,1742.294,,,--,--
192.168.1.1,224.0.0.22,0,0,2,14,560,,1445585886.006,1754.275,1445587640.281,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445585886.006,1445587640.281,1754.275,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,33,6915,,1445586115.808,1689.958,1445587805.766,S0,0,0,0.0.0.0,,,TC,0,all,out,1445586115.808,1445587805.766,1689.958,,,--,--
192.168.1.1,224.0.0.1,0,0,2,15,540,,1445586135.154,1749.974,1445587885.128,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445586135.154,1445587885.128,1749.974,,,--,--
192.168.1.7,224.0.1.60,0,0,2,15,480,,1445586140.274,1751.101,1445587891.375,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445586140.274,1445587891.375,1751.101,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,591,220600,,1445586205.712,1799.857,1445588005.569,S0,0,0,0.0.0.0,,,TC,80,all,out,1445586205.712,1445588005.569,1799.857,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,32,2977,,1445586255.683,1690.068,1445587945.751,S0,0,0,0.0.0.0,,,TC,0,all,out,1445586255.683,1445587945.751,1690.068,,,--,--
192.168.1.5,224.0.0.22,0,0,2,12,480,,1445586264.182,1630.982,1445587895.164,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445586264.182,1445587895.164,1630.982,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,12,1538,,1445586442.877,1726.524,1445588169.401,S0,0,0,0.0.0.0,,,,0,all,out,1445586442.877,1445588169.401,1726.524,,,--,--
192.168.1.7,239.255.255.250,0,0,2,15,480,,1445587012.958,1748.745,1445588761.703,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445587012.958,1445588761.703,1748.745,,,--,--
192.168.1.11,192.168.1.6,1800,56779,6,145,13510,FPA,1445583687.701,1202.386,1445584890.087,S0,0,0,0.0.0.0,PA,FPA,C,80,all,int2int,1445583687.701,1445584890.087,1202.386,,,--,--
192.168.1.6,192.168.1.11,56779,1800,6,145,8695,FPA,1445583687.701,1202.386,1445584890.087,S0,0,0,0.0.0.0,PA,FPA,C,80,all,int2int,1445583687.701,1445584890.087,1202.386,,,--,--
192.168.1.6,192.168.1.11,57604,1800,6,5,709,FSRPA,1445584890.104,0.008,1445584890.112,S0,0,0,0.0.0.0,S,FRPA,,80,all,int2int,1445584890.104,1445584890.112,0.008,,,--,--
192.168.1.11,192.168.1.6,1800,57604,6,3,518,SPA,1445584890.104,0.008,1445584890.112,S0,0,0,0.0.0.0,SA,PA,,80,all,int2int,1445584890.104,1445584890.112,0.008,,,--,--
192.168.1.6,192.168.1.11,57606,1800,6,6,847,FSPA,1445584890.132,5.017,1445584895.149,S0,0,0,0.0.0.0,S,FPA,,80,all,int2int,1445584890.132,1445584895.149,5.017,,,--,--
192.168.1.11,192.168.1.6,1800,57606,6,5,521,FSPA,1445584890.132,5.017,1445584895.149,S0,0,0,0.0.0.0,SA,FPA,,80,all,int2int,1445584890.132,1445584895.149,5.017,,,--,--
192.168.1.6,192.168.1.11,57603,1800,6,38,3936,FSPA,1445584890.091,5.737,1445584895.828,S0,0,0,0.0.0.0,S,FPA,,80,all,int2int,1445584890.091,1445584895.828,5.737,,,--,--
192.168.1.11,192.168.1.6,1800,57603,6,14,57381,FSPA,1445584890.091,5.737,1445584895.828,S0,0,0,0.0.0.0,SA,FPA,,80,all,int2int,1445584890.091,1445584895.828,5.737,,,--,--
192.168.1.6,192.168.1.11,57607,1800,6,293,20176,SPA,1445584890.324,1771.834,1445586662.158,S0,0,0,0.0.0.0,S,PA,T,80,all,int2int,1445584890.324,1445586662.158,1771.834,,,--,--
192.168.1.11,192.168.1.6,1800,57607,6,254,65592,SPA,1445584890.324,1771.834,1445586662.158,S0,0,0,0.0.0.0,SA,PA,T,80,all,int2int,1445584890.324,1445586662.158,1771.834,,,--,--
192.168.1.11,192.168.1.6,1800,57607,6,205,15977,PA,1445586690.500,1772.770,1445588463.270,S0,0,0,0.0.0.0,PA,PA,TC,80,all,int2int,1445586690.500,1445588463.270,1772.770,,,--,--
192.168.1.6,192.168.1.11,57607,1800,6,206,12994,PA,1445586690.500,1772.770,1445588463.270,S0,0,0,0.0.0.0,PA,PA,TC,80,all,int2int,1445586690.500,1445588463.270,1772.770,,,--,--
192.168.1.6,224.0.0.251,5353,5353,17,1,305,,1445587256.139,0.000,1445587256.139,S0,0,0,0.0.0.0,,,,53,all,out,1445587256.139,1445587256.139,0.000,,,--,--
192.168.1.1,239.255.255.250,1900,1900,17,36,14343,,1445587353.758,0.145,1445587353.903,S0,0,0,0.0.0.0,,,,80,all,out,1445587353.758,1445587353.903,0.145,,,--,--
192.168.1.100,255.255.255.255,41147,63146,17,2,319,,1445587558.359,0.002,1445587558.361,S0,0,0,0.0.0.0,,,,0,all,out,1445587558.359,1445587558.361,0.002,,,--,--
192.168.1.9,224.0.0.22,0,0,2,2,80,,1445587868.846,2.049,1445587870.895,S0,0,0,0.0.0.0,,,S,0,all,out,1445587868.846,1445587870.895,2.049,,,--,--
192.168.1.2,224.0.0.22,0,0,2,2,80,,1445588059.623,0.922,1445588060.545,S0,0,0,0.0.0.0,,,S,0,all,out,1445588059.623,1445588060.545,0.922,,,--,--
192.168.1.10,239.255.255.250,40941,1900,17,3,758,,1445588281.226,0.006,1445588281.232,S0,0,0,0.0.0.0,,,,80,all,out,1445588281.226,1445588281.232,0.006,,,--,--
192.168.1.154,224.0.0.22,0,0,2,2,80,,1445588622.230,3.072,1445588625.302,S0,0,0,0.0.0.0,,,S,0,all,out,1445588622.230,1445588625.302,3.072,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,3,286,,1445588678.449,1.126,1445588679.575,S0,0,0,0.0.0.0,,,,0,all,out,1445588678.449,1445588679.575,1.126,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,1,650,,1445588679.785,0.000,1445588679.785,S0,0,0,0.0.0.0,,,,0,all,out,1445588679.785,1445588679.785,0.000,,,--,--
192.168.1.2,224.0.0.22,0,0,2,2,80,,1445588762.010,3.072,1445588765.082,S0,0,0,0.0.0.0,,,S,0,all,out,1445588762.010,1445588765.082,3.072,,,--,--
192.168.1.10,224.0.0.22,0,0,2,15,600,,1445587386.628,1748.644,1445589135.272,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445587386.628,1445589135.272,1748.644,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,1,132,,1445589019.454,0.000,1445589019.454,S0,0,0,0.0.0.0,,,,0,all,out,1445589019.454,1445589019.454,0.000,,,--,--
192.168.1.1,224.0.0.22,0,0,2,15,600,,1445587766.340,1748.850,1445589515.190,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445587766.340,1445589515.190,1748.850,,,--,--
192.168.1.1,239.255.255.250,1900,1900,17,68,27217,,1445589343.871,0.302,1445589344.173,S0,0,0,0.0.0.0,,,,80,all,out,1445589343.871,1445589344.173,0.302,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,31,6455,,1445587935.819,1761.139,1445589696.958,S0,0,0,0.0.0.0,,,TC,0,all,out,1445587935.819,1445589696.958,1761.139,,,--,--
192.168.1.10,239.255.255.250,40941,1900,17,3,758,,1445589481.296,0.008,1445589481.304,S0,0,0,0.0.0.0,,,,80,all,out,1445589481.296,1445589481.304,0.008,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,546,203854,,1445588035.151,1770.784,1445589805.935,S0,0,0,0.0.0.0,,,TC,80,all,out,1445588035.151,1445589805.935,1770.784,,,--,--
192.168.1.1,224.0.0.1,0,0,2,15,540,,1445588010.162,1749.978,1445589760.140,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445588010.162,1445589760.140,1749.978,,,--,--
192.168.1.7,224.0.1.60,0,0,2,15,480,,1445588011.596,1753.972,1445589765.568,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445588011.596,1445589765.568,1753.972,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,29,2757,,1445588075.701,1760.014,1445589835.715,S0,0,0,0.0.0.0,,,TC,0,all,out,1445588075.701,1445589835.715,1760.014,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,2,139,,1445589675.350,1.024,1445589676.374,S0,0,0,0.0.0.0,,,,53,all,out,1445589675.350,1445589676.374,1.024,,,--,--
192.168.1.6,224.0.0.251,5353,5353,17,1,305,,1445589686.146,0.000,1445589686.146,S0,0,0,0.0.0.0,,,,53,all,out,1445589686.146,1445589686.146,0.000,,,--,--
192.168.1.10,224.0.0.22,0,0,2,5,200,,1445589265.017,502.292,1445589767.309,S0,0,0,0.0.0.0,,,CS,0,all,out,1445589265.017,1445589767.309,502.292,,,--,--
192.168.1.5,224.0.0.22,0,0,2,12,480,,1445588144.311,1624.943,1445589769.254,S0,0,0,0.0.0.0,,,CS,0,all,out,1445588144.311,1445589769.254,1624.943,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,1,109,,1445589770.689,0.000,1445589770.689,S0,0,0,0.0.0.0,,,,0,all,out,1445589770.689,1445589770.689,0.000,,,--,--
192.168.1.2,224.0.0.22,0,0,2,2,80,,1445589865.309,2.970,1445589868.279,S0,0,0,0.0.0.0,,,S,0,all,out,1445589865.309,1445589868.279,2.970,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,1,582,,1445589979.701,0.000,1445589979.701,S0,0,0,0.0.0.0,,,,0,all,out,1445589979.701,1445589979.701,0.000,,,--,--
192.168.1.1,224.0.0.22,0,0,2,4,160,,1445589639.713,373.675,1445590013.388,S0,0,0,0.0.0.0,,,CS,0,all,out,1445589639.713,1445590013.388,373.675,,,--,--
192.168.1.9,224.0.0.22,0,0,2,3,120,,1445589820.251,325.134,1445590145.385,S0,0,0,0.0.0.0,,,S,0,all,out,1445589820.251,1445590145.385,325.134,,,--,--
192.168.1.9,239.255.255.250,56983,1900,17,93,14091,,1445589831.517,406.955,1445590238.472,S0,0,0,0.0.0.0,,,,80,all,out,1445589831.517,1445590238.472,406.955,,,--,--
192.168.1.9,224.0.0.251,5353,5353,17,49,4368,,1445589819.535,429.177,1445590248.712,S0,0,0,0.0.0.0,,,,53,all,out,1445589819.535,1445590248.712,429.177,,,--,--
192.168.1.6,224.0.0.251,5353,5353,17,10,3042,,1445590257.481,9.117,1445590266.598,S0,0,0,0.0.0.0,,,,0,all,out,1445590257.481,1445590266.598,9.117,,,--,--
192.168.1.10,239.255.255.250,38565,1900,17,3,758,,1445590401.925,0.006,1445590401.931,S0,0,0,0.0.0.0,,,,80,all,out,1445590401.925,1445590401.931,0.006,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,38,11035,,1445590419.025,18.544,1445590437.569,S0,0,0,0.0.0.0,,,,53,all,out,1445590419.025,1445590437.569,18.544,,,--,--
192.168.1.7,239.255.255.250,0,0,2,15,480,,1445588891.346,1746.209,1445590637.555,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445588891.346,1445590637.555,1746.209,,,--,--
192.168.1.154,224.0.0.22,0,0,2,2,80,,1445590547.338,2.048,1445590549.386,S0,0,0,0.0.0.0,,,S,0,all,out,1445590547.338,1445590549.386,2.048,,,--,--
192.168.1.9,224.0.0.22,0,0,2,2,80,,1445590638.476,1.946,1445590640.422,S0,0,0,0.0.0.0,,,S,0,all,out,1445590638.476,1445590640.422,1.946,,,--,--
192.168.1.1,239.255.255.250,1900,1900,17,46,18618,,1445590651.075,0.209,1445590651.284,S0,0,0,0.0.0.0,,,,80,all,out,1445590651.075,1445590651.284,0.209,,,--,--
192.168.1.100,255.255.255.255,41147,63146,17,2,321,,1445590661.825,0.002,1445590661.827,S0,0,0,0.0.0.0,,,,0,all,out,1445590661.825,1445590661.827,0.002,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,27,5191,,1445589755.841,1736.479,1445591492.320,S0,0,0,0.0.0.0,,,TC,0,all,out,1445589755.841,1445591492.320,1736.479,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,554,207092,,1445589835.721,1783.179,1445591618.900,S0,0,0,0.0.0.0,,,TC,80,all,out,1445589835.721,1445591618.900,1783.179,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,28,2634,,1445589895.621,1737.708,1445591633.329,S0,0,0,0.0.0.0,,,TC,0,all,out,1445589895.621,1445591633.329,1737.708,,,--,--
192.168.1.1,224.0.0.1,0,0,2,14,504,,1445589885.178,1746.923,1445591632.101,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445589885.178,1445591632.101,1746.923,,,--,--
192.168.1.7,224.0.1.60,0,0,2,15,480,,1445589893.778,1746.309,1445591640.087,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445589893.778,1445591640.087,1746.309,,,--,--
192.168.1.5,224.0.0.22,0,0,2,13,520,,1445590139.343,1620.864,1445591760.207,S0,0,0,0.0.0.0,,,S,0,all,out,1445590139.343,1445591760.207,1620.864,,,--,--
192.168.1.10,224.0.0.22,0,0,2,14,560,,1445590257.943,1758.171,1445592016.114,S0,0,0,0.0.0.0,,,TS,0,all,out,1445590257.943,1445592016.114,1758.171,,,--,--
192.168.1.1,224.0.0.22,0,0,2,15,600,,1445590383.594,1757.660,1445592141.254,S0,0,0,0.0.0.0,,,TS,0,all,out,1445590383.594,1445592141.254,1757.660,,,--,--
192.168.1.7,239.255.255.250,0,0,2,14,448,,1445590760.337,1750.696,1445592511.033,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445590760.337,1445592511.033,1750.696,,,--,--
192.168.1.11,192.168.1.6,1800,57607,6,190,12323,FPA,1445588490.681,1768.507,1445590259.188,S0,0,0,0.0.0.0,PA,FPA,C,80,all,int2int,1445588490.681,1445590259.188,1768.507,,,--,--
192.168.1.6,192.168.1.11,57607,1800,6,190,11563,FPA,1445588490.681,1768.507,1445590259.188,S0,0,0,0.0.0.0,PA,FPA,C,80,all,int2int,1445588490.681,1445590259.188,1768.507,,,--,--
192.168.1.6,192.168.1.11,59519,1800,6,4,168,FSA,1445590258.802,5.002,1445590263.804,S0,0,0,0.0.0.0,S,FA,,0,all,int2int,1445590258.802,1445590263.804,5.002,,,--,--
192.168.1.11,192.168.1.6,1800,59519,6,3,128,FSA,1445590258.802,5.002,1445590263.804,S0,0,0,0.0.0.0,SA,FA,,0,all,int2int,1445590258.802,1445590263.804,5.002,,,--,--
192.168.1.6,192.168.1.11,59518,1800,6,17,1137,FSPA,1445590258.556,115.109,1445590373.665,S0,0,0,0.0.0.0,S,FPA,,80,all,int2int,1445590258.556,1445590373.665,115.109,,,--,--
192.168.1.11,192.168.1.6,1800,59518,6,15,962,FSPA,1445590258.556,115.109,1445590373.665,S0,0,0,0.0.0.0,SA,FPA,,80,all,int2int,1445590258.556,1445590373.665,115.109,,,--,--
192.168.1.6,192.168.1.255,137,137,17,3,270,,1445590257.505,1.000,1445590258.505,S0,0,0,0.0.0.0,,,,137,all,int2int,1445590257.505,1445590258.505,1.000,,,--,--
192.168.1.6,192.168.1.11,59533,1800,6,181,12135,FSPA,1445590258.562,1084.590,1445591343.152,S0,0,0,0.0.0.0,S,FPA,,80,all,int2int,1445590258.562,1445591343.152,1084.590,,,--,--
192.168.1.11,192.168.1.6,1800,59533,6,151,51585,FSPA,1445590258.562,1084.590,1445591343.152,S0,0,0,0.0.0.0,SA,FPA,,80,all,int2int,1445590258.562,1445591343.152,1084.590,,,--,--
0.0.0.0,255.255.255.255,68,67,17,2,656,,1445590417.593,219.660,1445590637.253,S0,0,0,0.0.0.0,,,S,67,all,ext2ext,1445590417.593,1445590637.253,219.660,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,49,16031,,1445591016.654,18.850,1445591035.504,S0,0,0,0.0.0.0,,,,53,all,out,1445591016.654,1445591035.504,18.850,,,--,--
192.168.1.9,224.0.0.22,0,0,2,2,80,,1445591244.810,1.945,1445591246.755,S0,0,0,0.0.0.0,,,S,0,all,out,1445591244.810,1445591246.755,1.945,,,--,--
192.168.1.154,224.0.0.22,0,0,2,2,80,,1445591396.881,2.046,1445591398.927,S0,0,0,0.0.0.0,,,S,0,all,out,1445591396.881,1445591398.927,2.046,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,3,373,,1445591183.163,296.151,1445591479.314,S0,0,0,0.0.0.0,,,,0,all,out,1445591183.163,1445591479.314,296.151,,,--,--
192.168.1.10,239.255.255.250,38565,1900,17,3,758,,1445591601.994,0.006,1445591602.000,S0,0,0,0.0.0.0,,,,80,all,out,1445591601.994,1445591602.000,0.006,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,46,12308,,1445591609.162,18.646,1445591627.808,S0,0,0,0.0.0.0,,,,53,all,out,1445591609.162,1445591627.808,18.646,,,--,--
192.168.1.154,224.0.0.22,0,0,2,2,80,,1445591718.120,3.073,1445591721.193,S0,0,0,0.0.0.0,,,S,0,all,out,1445591718.120,1445591721.193,3.073,,,--,--
192.168.1.9,224.0.0.22,0,0,2,2,80,,1445591837.832,1.943,1445591839.775,S0,0,0,0.0.0.0,,,S,0,all,out,1445591837.832,1445591839.775,1.943,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,47,15508,,1445592205.460,18.646,1445592224.106,S0,0,0,0.0.0.0,,,,53,all,out,1445592205.460,1445592224.106,18.646,,,--,--
192.168.1.9,224.0.0.22,0,0,2,2,80,,1445592430.954,0.819,1445592431.773,S0,0,0,0.0.0.0,,,S,0,all,out,1445592430.954,1445592431.773,0.819,,,--,--
192.168.1.4,224.0.0.22,0,0,2,2,80,,1445592580.975,1.023,1445592581.998,S0,0,0,0.0.0.0,,,S,0,all,out,1445592580.975,1445592581.998,1.023,,,--,--
192.168.1.1,239.255.255.250,1900,1900,17,47,18908,,1445592641.088,0.201,1445592641.289,S0,0,0,0.0.0.0,,,,80,all,out,1445592641.088,1445592641.289,0.201,,,--,--
192.168.1.10,239.255.255.250,38565,1900,17,3,758,,1445592802.067,0.006,1445592802.073,S0,0,0,0.0.0.0,,,,80,all,out,1445592802.067,1445592802.073,0.006,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,42,13487,,1445592799.095,18.851,1445592817.946,S0,0,0,0.0.0.0,,,,53,all,out,1445592799.095,1445592817.946,18.851,,,--,--
192.168.1.154,224.0.0.22,0,0,2,2,80,,1445592905.084,3.071,1445592908.155,S0,0,0,0.0.0.0,,,S,0,all,out,1445592905.084,1445592908.155,3.071,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,1,132,,1445592913.173,0.000,1445592913.173,S0,0,0,0.0.0.0,,,,0,all,out,1445592913.173,1445592913.173,0.000,,,--,--
192.168.1.9,224.0.0.22,0,0,2,2,80,,1445593022.952,1.032,1445593023.984,S0,0,0,0.0.0.0,,,S,0,all,out,1445593022.952,1445593023.984,1.032,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,29,5706,,1445591582.230,1730.113,1445593312.343,S0,0,0,0.0.0.0,,,TC,0,all,out,1445591582.230,1445593312.343,1730.113,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,550,205279,,1445591648.692,1770.771,1445593419.463,S0,0,0,0.0.0.0,,,TC,80,all,out,1445591648.692,1445593419.463,1770.771,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,34,3264,,1445591722.113,1730.011,1445593452.124,S0,0,0,0.0.0.0,,,TC,0,all,out,1445591722.113,1445593452.124,1730.011,,,--,--
192.168.1.1,224.0.0.1,0,0,2,15,540,,1445591757.135,1750.081,1445593507.216,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445591757.135,1445593507.216,1750.081,,,--,--
192.168.1.7,224.0.1.60,0,0,2,14,448,,1445591764.406,1751.310,1445593515.716,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445591764.406,1445593515.716,1751.310,,,--,--
192.168.1.5,224.0.0.22,0,0,2,7,280,,1445592263.215,1123.063,1445593386.278,S0,0,0,0.0.0.0,,,S,0,all,out,1445592263.215,1445593386.278,1123.063,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,47,16122,,1445593476.086,18.646,1445593494.732,S0,0,0,0.0.0.0,,,,53,all,out,1445593476.086,1445593494.732,18.646,,,--,--
192.168.1.2,224.0.0.22,0,0,2,2,80,,1445593607.776,3.074,1445593610.850,S0,0,0,0.0.0.0,,,S,0,all,out,1445593607.776,1445593610.850,3.074,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,2,264,,1445593560.057,260.824,1445593820.881,S0,0,0,0.0.0.0,,,S,0,all,out,1445593560.057,1445593820.881,260.824,,,--,--
192.168.1.10,224.0.0.22,0,0,2,14,560,,1445592262.191,1754.278,1445594016.469,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445592262.191,1445594016.469,1754.278,,,--,--
192.168.1.1,224.0.0.22,0,0,2,15,600,,1445592265.879,1750.182,1445594016.061,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445592265.879,1445594016.061,1750.182,,,--,--
192.168.1.6,224.0.0.251,5353,5353,17,1,132,,1445593866.629,0.000,1445593866.629,S0,0,0,0.0.0.0,,,,53,all,out,1445593866.629,1445593866.629,0.000,,,--,--
192.168.1.9,224.0.0.22,0,0,2,1,40,,1445593920.825,0.000,1445593920.825,S0,0,0,0.0.0.0,,,,0,all,out,1445593920.825,1445593920.825,0.000,,,--,--
192.168.1.10,239.255.255.250,38565,1900,17,3,758,,1445594002.035,0.006,1445594002.041,S0,0,0,0.0.0.0,,,,80,all,out,1445594002.035,1445594002.041,0.006,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,37,12372,,1445594067.885,18.944,1445594086.829,S0,0,0,0.0.0.0,,,,0,all,out,1445594067.885,1445594086.829,18.944,,,--,--
192.168.1.100,255.255.255.255,41147,63146,17,2,323,,1445594262.443,0.002,1445594262.445,S0,0,0,0.0.0.0,,,,0,all,out,1445594262.443,1445594262.445,0.002,,,--,--
192.168.1.154,224.0.0.22,0,0,2,2,80,,1445594261.010,2.048,1445594263.058,S0,0,0,0.0.0.0,,,S,0,all,out,1445594261.010,1445594263.058,2.048,,,--,--
192.168.1.7,239.255.255.250,0,0,2,14,448,,1445592764.175,1747.210,1445594511.385,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445592764.175,1445594511.385,1747.210,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,550,205098,,1445593449.258,1770.561,1445595219.819,S0,0,0,0.0.0.0,,,TC,80,all,out,1445593449.258,1445595219.819,1770.561,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,27,5299,,1445593402.254,1750.076,1445595152.330,S0,0,0,0.0.0.0,,,TC,0,all,out,1445593402.254,1445595152.330,1750.076,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,27,2595,,1445593542.137,1751.100,1445595293.237,S0,0,0,0.0.0.0,,,TC,0,all,out,1445593542.137,1445595293.237,1751.100,,,--,--
192.168.1.1,224.0.0.1,0,0,2,15,540,,1445593632.149,1750.076,1445595382.225,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445593632.149,1445595382.225,1750.076,,,--,--
192.168.1.7,224.0.1.60,0,0,2,15,480,,1445593640.341,1748.643,1445595388.984,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445593640.341,1445595388.984,1748.643,,,--,--
192.168.1.5,224.0.0.22,0,0,2,13,520,,1445593767.321,1741.986,1445595509.307,S0,0,0,0.0.0.0,,,TS,0,all,out,1445593767.321,1445595509.307,1741.986,,,--,--
192.168.1.10,224.0.0.22,0,0,2,14,560,,1445594137.612,1751.306,1445595888.918,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445594137.612,1445595888.918,1751.306,,,--,--
192.168.1.1,224.0.0.22,0,0,2,15,600,,1445594139.763,1747.415,1445595887.178,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445594139.763,1445595887.178,1747.415,,,--,--
192.168.1.6,192.168.1.11,60421,1800,6,17,1868,FSPA,1445591416.021,5.792,1445591421.813,S0,0,0,0.0.0.0,S,FPA,,80,all,int2int,1445591416.021,1445591421.813,5.792,,,--,--
192.168.1.11,192.168.1.6,1800,60421,6,9,20388,FSPA,1445591416.021,5.792,1445591421.813,S0,0,0,0.0.0.0,SA,FPA,,80,all,int2int,1445591416.021,1445591421.813,5.792,,,--,--
192.168.1.6,192.168.1.11,60430,1800,6,41,2685,FSPA,1445591416.781,5.032,1445591421.813,S0,0,0,0.0.0.0,S,FPA,,80,all,int2int,1445591416.781,1445591421.813,5.032,,,--,--
192.168.1.11,192.168.1.6,1800,60430,6,13,66434,FSPA,1445591416.781,5.032,1445591421.813,S0,0,0,0.0.0.0,SA,FPA,,80,all,int2int,1445591416.781,1445591421.813,5.032,,,--,--
192.168.1.6,192.168.1.11,60429,1800,6,15,1315,FSPA,1445591416.781,5.033,1445591421.814,S0,0,0,0.0.0.0,S,FPA,,80,all,int2int,1445591416.781,1445591421.814,5.033,,,--,--
192.168.1.11,192.168.1.6,1800,60429,6,8,20154,FSPA,1445591416.781,5.033,1445591421.814,S0,0,0,0.0.0.0,SA,FPA,,80,all,int2int,1445591416.781,1445591421.814,5.033,,,--,--
192.168.1.6,192.168.1.11,60361,1800,6,22,1401,SPA,1445591343.187,181.211,1445591524.398,S0,0,0,0.0.0.0,S,PA,,80,all,int2int,1445591343.187,1445591524.398,181.211,,,--,--
192.168.1.11,192.168.1.6,1800,60361,6,21,1442,FSRPA,1445591343.187,181.211,1445591524.398,S0,0,0,0.0.0.0,SA,FRPA,,80,all,int2int,1445591343.187,1445591524.398,181.211,,,--,--
192.168.1.6,192.168.1.255,137,137,17,1,96,,1445591572.570,0.000,1445591572.570,S0,0,0,0.0.0.0,,,,137,all,int2int,1445591572.570,1445591572.570,0.000,,,--,--
192.168.1.6,192.168.1.255,137,137,17,1,96,,1445592172.571,0.000,1445592172.571,S0,0,0,0.0.0.0,,,,137,all,int2int,1445592172.571,1445592172.571,0.000,,,--,--
192.168.1.6,192.168.1.255,137,137,17,1,96,,1445592772.571,0.000,1445592772.571,S0,0,0,0.0.0.0,,,,137,all,int2int,1445592772.571,1445592772.571,0.000,,,--,--
192.168.1.6,192.168.1.11,60362,1800,6,93,6545,SPA,1445591343.199,1735.930,1445593079.129,S0,0,0,0.0.0.0,S,PA,T,80,all,int2int,1445591343.199,1445593079.129,1735.930,,,--,--
192.168.1.11,192.168.1.6,1800,60362,6,63,45683,SPA,1445591343.199,1735.930,1445593079.129,S0,0,0,0.0.0.0,SA,PA,T,80,all,int2int,1445591343.199,1445593079.129,1735.930,,,--,--
192.168.1.6,192.168.1.11,60431,1800,6,270,18710,SPA,1445591416.908,1770.476,1445593187.384,S0,0,0,0.0.0.0,S,PA,T,80,all,int2int,1445591416.908,1445593187.384,1770.476,,,--,--
192.168.1.11,192.168.1.6,1800,60431,6,236,61106,SPA,1445591416.908,1770.476,1445593187.384,S0,0,0,0.0.0.0,SA,PA,T,80,all,int2int,1445591416.908,1445593187.384,1770.476,,,--,--
